699	15
772	1033
93	302
531	895
548	872
101	367
1185	501
1392	403
424	626
1279	1402
18	1351
961	184
1297	57
1165	747
407	368
526	1023
1053	157
971	638
260	1321
1202	1363
312	721
1458	756
453	255
581	474
358	917
118	599
824	1380
696	1301
1443	1408
205	859
639	1487
497	795
1324	669
748	370
845	1213
1385	1221
110	877
416	1135
443	2
660	251
176	352
1134	1420
67	960
281	1001
1474	552
1075	1169
1404	1394
815	17
779	1438
469	349
1296	377
968	749
983	832
1118	1019
1190	673
1255	1112
1082	1223
1078	28
310	447
662	1037
215	1391
339	1421
1097	1012
1035	359
1390	225
998	1009
305	66
1160	937
797	842
671	1184
381	1325
1131	448
1419	116
1170	181
802	849
762	1017
732	321
81	1503
1300	288
997	136
533	1333
1196	1478
74	793
388	723
1215	1099
1304	689
3	594
3	1067
133	254
1008	22
1182	1024
221	12
264	610
1475	1435
1345	490
944	1231
518	967
810	1252
1030	297
279	1147
926	386
1347	298
664	347
1211	868
452	653
1152	1081
1447	677
1138	775
241	1470
579	1158
807	329
105	980
965	189
1273	856
694	1029
1355	1034
389	348
974	1000
1257	419
941	15
1186	1033
480	826
62	302
1090	702
320	184
114	747
224	69
1454	157
439	638
1280	212
431	1069
611	180
1145	721
684	255
1045	474
500	917
1129	599
1101	1408
247	859
649	1487
986	795
434	313
113	1439
568	669
679	999
1220	902
1414	374
38	789
1224	878
1309	1213
1340	743
334	1311
1405	1221
1216	877
1183	2
1092	251
929	352
1167	479
829	1446
634	1420
175	905
89	1001
156	552
819	1169
728	514
1225	1438
1122	349
1428	276
19	749
547	607
65	832
1142	673
1068	1112
699	1223
772	28
93	1037
531	954
548	1174
101	1391
1185	1421
1392	1012
424	84
18	359
961	285
1297	1061
1165	1139
407	225
526	1292
1053	1009
971	66
1202	842
1151	1480
499	116
312	181
1458	849
453	1017
581	674
498	321
358	1503
118	288
824	136
696	1423
1443	1333
744	1478
205	793
639	723
497	162
1324	594
748	22
1385	490
110	1231
416	1252
443	297
660	592
176	515
534	1147
1134	347
67	868
281	653
1474	326
1075	776
1375	1081
1404	951
815	799
779	1158
469	329
1296	980
968	122
983	1490
1118	1029
1190	1034
1255	348
1082	1046
1078	489
310	1208
662	909
215	1033
339	826
1097	302
1141	702
1035	872
1390	626
998	184
305	57
1057	747
1160	368
797	1023
671	157
381	638
1131	555
1419	1363
1170	295
802	1069
732	180
1300	721
997	756
533	474
1196	917
74	599
388	1380
168	1408
1215	852
3	859
3	1487
133	795
1008	313
1058	1439
1182	299
221	999
1050	902
264	370
1345	374
944	789
518	878
810	1213
1030	743
279	877
1347	1135
664	251
1211	352
452	479
1152	1420
1447	905
1138	1001
241	1169
807	97
105	17
965	1438
1273	1295
694	377
1355	276
974	673
1257	1112
941	1223
1186	28
480	447
62	1037
1090	1047
320	285
114	1139
1454	1009
439	66
1280	937
431	1325
1302	1480
611	448
682	116
1145	181
684	1017
1045	674
363	321
500	1503
1129	288
1101	1333
570	1478
247	793
649	723
986	162
113	1099
568	594
679	1067
1220	254
1414	1024
38	167
1224	12
1340	610
334	1435
1405	490
1216	1231
1183	297
1092	592
929	515
1167	386
1031	298
829	470
634	347
175	631
89	653
156	326
819	776
1364	1081
728	1470
1225	1158
1122	329
1428	846
574	189
19	122
547	856
65	1490
1142	1034
1068	348
699	1046
772	489
93	909
531	1000
548	15
101	1033
1185	826
1392	302
424	895
1279	702
18	872
961	367
1297	501
1165	403
407	626
526	1351
1053	184
971	57
260	747
1202	1023
1151	1321
149	212
499	1363
312	295
1458	1069
498	180
118	721
824	756
696	255
1443	474
744	917
205	599
639	1380
497	1301
1324	859
748	313
355	1439
845	902
1385	374
110	789
416	1213
443	743
660	1311
176	1221
534	877
1134	251
67	352
281	479
1075	1446
1375	1420
1404	960
815	552
469	97
1296	17
968	1100
983	349
1118	377
1190	276
1082	749
1078	607
310	832
662	1019
215	28
339	447
1097	1037
1141	1047
1035	1174
1390	84
998	285
305	1061
1057	1139
1160	225
797	1292
671	1009
381	66
1131	785
1419	842
1170	1184
802	1325
762	1480
732	448
81	116
1300	181
997	849
533	674
1196	1503
74	288
388	136
168	1333
1215	1258
1304	1478
3	793
3	723
133	162
1058	1099
1182	689
221	1067
1050	254
264	22
1345	1024
944	167
518	12
1030	610
279	1231
926	967
1347	1252
664	592
1211	515
452	386
1152	347
1447	631
1138	653
241	776
579	1081
807	775
105	799
965	1158
1273	1407
694	980
1355	846
389	189
974	1034
1257	348
941	1046
1186	489
480	1208
62	909
1090	419
320	367
114	403
224	1402
1454	184
439	57
1280	368
431	638
1302	1321
132	212
611	555
682	1363
1145	295
363	180
1129	721
1101	474
570	917
247	599
649	1380
986	1301
434	1408
113	852
568	859
679	1487
1220	795
1339	1439
1414	299
38	669
1224	999
1309	902
1340	370
1405	374
1216	789
1183	743
1092	1311
929	1221
1031	1135
829	2
89	479
819	1446
1364	1420
728	1169
1122	97
1428	514
574	1438
19	1100
547	1295
65	349
1142	276
699	749
772	607
93	1019
531	673
548	1223
101	28
1185	447
1392	1037
424	954
1279	1047
18	1174
961	1391
1297	1421
1165	1012
407	84
526	359
1053	285
971	1061
260	1139
1202	1292
149	937
499	842
312	1184
1458	1325
453	1480
498	448
358	116
118	181
824	849
696	1017
1443	674
744	1503
205	288
639	136
497	1423
1324	793
355	1099
845	254
1385	1024
110	167
443	610
660	1435
176	490
534	1231
1134	592
67	515
281	386
1474	298
1075	470
1375	347
1404	868
815	326
779	1081
469	775
1296	799
968	199
983	329
1118	980
1190	846
1255	189
1082	122
1078	856
310	1490
662	1029
215	489
339	1208
1097	909
1141	419
1035	15
1390	895
998	367
305	501
1057	403
1160	626
797	1351
671	184
381	57
1131	69
1419	1023
1170	157
802	638
762	1321
732	555
81	1363
1300	295
997	1069
74	721
388	756
168	474
1304	917
3	599
3	1380
133	1301
1008	1408
1058	852
221	1487
1050	795
264	313
1475	1439
1345	299
944	669
518	999
810	902
1030	370
279	789
926	878
1347	1213
664	1311
1211	1221
1152	251
1138	479
241	1446
579	1420
807	1001
105	552
1273	1312
694	17
1355	514
389	1438
974	276
941	749
1186	607
480	832
62	1019
1090	1112
320	1391
114	1012
1454	285
439	1061
1280	225
431	66
132	937
611	785
682	842
1145	1184
684	1480
363	448
500	116
1129	181
1101	674
570	1503
247	288
649	136
986	1423
434	1333
113	1258
568	793
679	723
1220	162
1339	1099
1414	689
38	594
1224	1067
1309	254
1340	22
1405	1024
1216	167
1183	610
1092	1435
929	490
1167	967
1031	1252
829	297
634	592
175	1147
89	386
156	298
819	470
1364	347
728	776
1225	1081
1122	775
1428	1470
574	1158
19	199
547	1407
65	329
1142	846
1068	189
699	122
772	856
93	1029
531	1034
548	1046
101	489
1185	1208
1392	909
424	1000
1279	419
18	15
961	1033
1297	826
1165	302
407	895
526	872
1053	367
971	501
260	403
1202	1351
1151	747
149	368
499	1023
312	157
1458	638
453	1321
581	212
498	555
358	1363
118	295
824	1069
205	721
639	756
497	255
1324	599
748	1408
355	852
845	795
1385	299
110	669
416	902
443	370
176	374
534	789
1134	1311
67	1221
1474	1135
1075	2
1375	251
1404	352
779	1420
469	1001
1296	552
968	1394
983	97
1118	17
1190	514
1255	1438
1082	1100
1078	1295
310	349
662	377
215	607
339	832
1097	1019
1141	1112
1035	1223
1390	954
998	1391
305	1421
1057	1012
1160	84
797	359
671	285
381	1061
1419	1292
1170	1009
802	66
732	785
81	842
1300	1184
997	1325
1196	116
74	181
388	849
168	674
1215	321
1304	1503
3	288
3	136
133	1423
1008	1333
1058	1258
1182	1478
221	723
1050	162
1475	1099
1345	689
944	594
518	1067
810	254
1030	22
279	167
926	12
664	1435
1211	490
452	967
1152	592
1447	1147
1138	386
241	470
579	347
807	653
105	326
965	1081
1273	677
694	799
1355	1470
389	1158
974	846
1257	189
941	122
1186	856
480	1490
62	1029
1090	348
320	1033
114	302
224	702
1454	367
439	501
1280	626
431	57
1302	747
132	368
611	69
682	1023
1145	157
684	1321
1045	212
363	555
500	1363
1129	295
247	721
649	756
986	255
434	474
568	599
679	1380
1220	1301
1339	852
38	859
1224	1487
1309	795
1340	313
334	1439
1405	299
1216	669
1183	370
929	374
1167	878
1031	1213
829	743
634	1311
175	877
156	1135
819	2
1364	251
728	1446
1225	1420
1122	1001
1428	1169
19	1394
547	1312
65	97
1142	514
1068	1438
699	1100
772	1295
93	377
531	276
548	749
101	607
1185	832
1392	1019
424	673
1279	1112
18	1223
961	28
1297	447
1165	1037
407	954
526	1174
1053	1391
971	1421
260	1012
1202	359
1151	1139
149	225
499	1292
312	1009
1458	66
581	937
498	785
358	842
118	1184
824	1325
696	1480
744	116
205	181
639	849
497	1017
1324	288
748	1333
355	1258
845	162
1385	689
110	594
416	254
443	22
176	1024
534	167
1134	1435
67	490
281	967
1474	1252
1075	297
1375	592
1404	515
815	298
779	347
469	653
1296	326
968	951
983	775
1118	799
1190	1470
1255	1158
1082	199
1078	1407
310	329
662	980
215	856
339	1490
1097	1029
1141	348
1035	1046
1390	1000
998	1033
305	826
1057	302
1160	895
797	872
671	367
381	501
1131	1402
1419	1351
1170	184
802	57
762	747
732	69
81	1023
1300	157
533	212
1196	1363
74	295
388	1069
1215	180
3	721
3	756
133	255
1008	474
1182	917
221	1380
1050	1301
264	1408
1475	852
944	859
518	1487
810	795
1030	313
279	669
926	999
1347	902
1211	374
452	878
1152	1311
1447	877
241	2
579	251
807	479
965	1420
1273	905
694	552
1355	1169
974	514
1257	1438
941	1100
1186	1295
480	349
62	377
320	28
114	1037
224	1047
1454	1391
439	1421
1280	84
431	1061
1302	1139
132	225
682	1292
1145	1009
1045	937
363	785
500	842
1129	1184
570	116
247	181
649	849
986	1017
434	674
113	321
568	288
679	136
1220	1423
1339	1258
1414	1478
38	793
1224	723
1309	162
334	1099
1405	689
1216	594
1183	22
929	1024
1167	12
829	610
634	1435
175	1231
89	967
156	1252
819	297
1364	592
728	470
1225	347
1122	653
1428	776
574	1081
19	951
547	677
65	775
1142	1470
1068	1158
699	199
772	1407
93	980
531	846
548	122
101	856
1185	1490
1392	1029
424	1034
1279	348
18	1046
961	489
1297	1208
1165	909
407	1000
526	15
1053	1033
971	826
260	302
1202	872
1151	403
149	626
499	1351
312	184
1458	57
453	747
581	368
498	69
358	1023
118	157
824	638
696	1321
1443	212
744	1363
205	295
639	1069
1324	721
748	474
845	1301
110	859
416	795
443	313
660	1439
176	299
534	669
67	374
281	878
1474	1213
1075	743
1375	1311
1404	1221
815	1135
779	251
469	479
968	960
983	1001
1118	552
1190	1169
1082	1394
1078	1312
310	97
662	17
215	1295
339	349
1097	377
1035	749
1390	673
998	28
305	447
1057	1037
1160	954
797	1174
671	1391
381	1421
1419	359
1170	285
802	1061
762	1139
81	1292
1300	1009
997	66
533	937
1196	842
74	1184
388	1325
1215	448
1304	116
3	181
3	849
133	1017
1008	674
1058	321
1182	1503
221	136
1050	1423
264	1333
1475	1258
1345	1478
944	793
518	723
810	162
279	594
926	1067
1347	254
1211	1024
452	12
1152	1435
1447	1231
1138	967
241	297
579	592
807	386
105	298
965	347
1273	631
694	326
1355	776
389	1081
974	1470
1257	1158
941	199
1186	1407
480	329
62	980
1090	189
320	489
114	909
224	419
1454	1033
439	826
1280	895
431	501
1302	403
132	626
611	1402
682	1351
1145	184
684	747
1045	368
363	69
500	1023
1129	157
1101	212
570	1363
247	295
649	1069
113	180
568	721
679	756
1220	255
1414	917
38	599
1224	1380
1309	1301
1340	1408
334	852
1216	859
1183	313
1092	1439
929	299
1167	999
1031	902
829	370
175	789
89	878
156	1213
819	743
1364	1311
728	2
1225	251
1122	479
1428	1446
574	1420
19	960
547	905
65	1001
1142	1169
699	1394
772	1312
93	17
531	514
548	1100
101	1295
1185	349
1392	377
424	276
18	749
961	607
1297	832
1165	1019
407	673
526	1223
1053	28
971	447
260	1037
1202	1174
1151	1012
149	84
499	359
312	285
1458	1061
453	1139
581	225
358	1292
118	1009
824	66
1443	937
744	842
205	1184
639	1325
497	1480
1324	181
748	674
355	321
845	1423
1385	1478
110	793
416	162
660	1099
176	689
534	594
67	1024
281	12
1375	1435
1404	490
815	1252
779	592
469	386
1296	298
968	868
983	653
1118	326
1190	776
1255	1081
1082	951
1078	677
310	775
662	799
215	1407
339	329
1097	980
1141	189
1035	122
1390	1034
998	489
305	1208
1057	909
1160	1000
797	15
671	1033
381	826
1131	702
1419	872
802	501
762	403
732	1402
81	1351
1300	184
997	57
533	368
1196	1023
74	157
388	638
168	212
1215	555
1304	1363
3	295
3	1069
1058	180
221	756
1050	255
264	474
1345	917
944	599
518	1380
810	1301
1030	1408
279	859
926	1487
1347	795
664	1439
1211	299
452	999
1447	789
1138	878
241	743
579	1311
105	1135
965	251
1355	1446
389	1420
974	1169
941	1394
1186	1312
480	97
62	17
1090	1438
320	607
114	1019
224	1112
1454	28
439	447
1280	954
431	1421
1302	1012
132	84
682	359
1145	285
684	1139
1045	225
500	1292
1129	1009
1101	937
570	842
247	1184
649	1325
986	1480
113	448
568	181
679	849
1220	1017
1339	321
1414	1503
38	288
1224	136
1309	1423
1340	1333
334	1258
1405	1478
1216	793
1092	1099
929	689
1167	1067
1031	254
829	22
175	167
89	12
819	610
1364	1435
728	297
1225	592
1122	386
1428	470
574	347
19	868
547	631
65	653
1142	776
1068	1081
699	951
772	677
93	799
531	1470
548	199
101	1407
1185	329
1392	980
424	846
1279	189
18	122
961	856
1297	1490
1165	1029
407	1034
526	1046
1053	489
971	1208
260	909
1202	15
1151	302
149	895
499	872
312	367
1458	501
453	403
581	626
498	1402
358	1351
118	184
824	57
696	747
1443	368
744	1023
205	157
639	638
497	1321
1324	295
355	180
845	255
1385	917
110	599
416	1301
443	1408
660	852
534	859
1134	1439
67	299
281	999
1474	902
1075	370
1404	374
815	1213
779	1311
1296	1135
968	352
983	479
1190	1446
1255	1420
1082	960
1078	905
310	1001
662	552
215	1312
339	97
1097	17
1141	1438
1035	1100
1390	276
998	607
305	832
1057	1019
1160	673
797	1223
671	28
381	447
1131	1047
1419	1174
1170	1391
802	1421
762	1012
81	359
1300	285
997	1061
533	225
1196	1292
74	1009
388	66
168	937
1215	785
1304	842
3	1184
3	1325
133	1480
1058	448
1182	116
221	849
1050	1017
264	674
1475	321
1345	1503
944	288
518	136
810	1423
1030	1333
279	793
926	723
1347	162
664	1099
1211	689
452	1067
1447	167
1138	12
241	610
579	1435
807	967
105	1252
965	592
1273	1147
694	298
1355	470
389	347
974	776
1257	1081
941	951
1186	677
480	775
62	799
1090	1158
320	856
114	1029
224	348
1454	489
439	1208
1280	1000
431	826
1302	302
132	895
611	702
682	872
1145	367
684	403
1045	626
363	1402
500	1351
1129	184
1101	368
570	1023
247	157
649	638
986	1321
434	212
113	555
568	295
679	1069
1339	180
38	721
1224	756
1309	255
1340	474
1405	917
1216	599
1183	1408
1092	852
1167	1487
1031	795
829	313
634	1439
175	669
89	999
156	902
819	370
728	743
1225	1311
1428	2
574	251
19	352
65	479
1142	1446
1068	1420
699	960
772	905
93	552
531	1169
548	1394
101	1312
1185	97
1392	17
424	514
1279	1438
18	1100
961	1295
1297	349
1165	377
407	276
526	749
1053	607
971	832
260	1019
1202	1223
1151	1037
149	954
499	1174
312	1391
1458	1421
453	1012
581	84
358	359
118	285
824	1061
696	1139
1443	225
744	1292
205	1009
639	66
1324	1184
